name,sector_label,side,institution,institution_source,safety_tenure,leads_work,works_total,papers,posts,strong_works,confidence,citations,post_score,af_posts,tier,first_year,last_year,cluster_name,topics,sources,openalex_id,lw_slug,top_1,top_1_url,top_2,top_2_url,top_3,top_3_url,recent_1,recent_1_url
Rauno Arike,No affiliation on indexed works,other,,,early,0,9,0,9,9,high,0,586,3,4-9 works,2022,2026,"Existential, Timelines, Superintelligence",Chain of thought; AI control; Evaluations; Agency & goals; Deception & scheming; Inner alignment,lesswrong,,rauno-arike,Estimating No-CoT Task-Completion Time Horizons of Frontier AI Models,https://www.lesswrong.com/posts/SieLowPgNgRSPGhFw/estimating-no-cot-task-completion-time-horizons-of-frontier,Hidden Reasoning in LLMs: A Taxonomy,https://www.lesswrong.com/posts/ZrgFfeWuckpwK5Lyi/hidden-reasoning-in-llms-a-taxonomy,Extract-and-Evaluate Monitoring Can Significantly Enhance CoT Monitor Performance (Research Note),https://www.lesswrong.com/posts/nRcKDYi2KfRTXdvDF/extract-and-evaluate-monitoring-can-significantly-enhance,Estimating No-CoT Task-Completion Time Horizons of Frontier AI Models,https://www.lesswrong.com/posts/SieLowPgNgRSPGhFw/estimating-no-cot-task-completion-time-horizons-of-frontier
Tyler Tracy,Safety non-profit or safety venture,safety_ecosystem,Redwood Research,bio mention,early,0,9,0,9,9,high,0,509,3,4-9 works,2025,2026,"Existential, Timelines, Superintelligence",AI control,lesswrong,,tyler-tracy,Ctrl-Z: Controlling AI Agents via Resampling,https://www.lesswrong.com/posts/LPHMMMZFAWog6ty5x/ctrl-z-controlling-ai-agents-via-resampling,Recent Redwood Research project proposals,https://www.lesswrong.com/posts/RRxhzshdpneyTzKfq/recent-redwood-research-project-proposals,Introducing LinuxArena,https://www.lesswrong.com/posts/WgzwBi6DCagDuHPzP/introducing-linuxarena,Introducing LinuxArena,https://www.lesswrong.com/posts/WgzwBi6DCagDuHPzP/introducing-linuxarena
Ashe Vazquez Nuñez,Safety non-profit or safety venture,safety_ecosystem,MATS,bio mention,early,0,9,0,9,9,high,0,240,0,4-9 works,2026,2026,"Existential, Timelines, Superintelligence",Agent foundations; Embedded agency; Decision theory,lesswrong,,ashe-vazquez-nunez,Irrationality as a Defense Mechanism for Reward-hacking,https://www.lesswrong.com/posts/H8uoAmbeqjD2PG2jm/irrationality-as-a-defense-mechanism-for-reward-hacking,A case for LLMs as Self-predictors,https://www.lesswrong.com/posts/gYGzeDymjZza5NNbH/a-case-for-llms-as-self-predictors,Two Paths from Logical Induction: Part 0,https://www.lesswrong.com/posts/DkH3N5aGfZeJSvfwu/two-paths-from-logical-induction-part-0,Two Paths from Logical Induction: Part 0,https://www.lesswrong.com/posts/DkH3N5aGfZeJSvfwu/two-paths-from-logical-induction-part-0
Alexander Gietelink Oldenziel,No affiliation on indexed works,other,,,early,0,9,0,9,9,high,0,699,6,4-9 works,2022,2026,"Existential, Timelines, Superintelligence",Agent foundations; Agency & goals; Field-building; Decision theory,lesswrong,,alexander-gietelink-oldenziel,The Iliad Intensive Course Materials (April 2026),https://www.lesswrong.com/posts/dWQnLi7AoKo3paBXF/the-iliad-intensive-course-materials-april-2026,What is the Iliad Intensive?,https://www.lesswrong.com/posts/moG6k8mJiGvH4zc8j/what-is-the-iliad-intensive,Agent Foundations 2025 at CMU,https://www.lesswrong.com/posts/cuf4oMFHEQNKMXRvr/agent-foundations-2025-at-cmu,The Iliad Intensive Course Materials (April 2026),https://www.lesswrong.com/posts/dWQnLi7AoKo3paBXF/the-iliad-intensive-course-materials-april-2026
Brittany Gelb,No affiliation on indexed works,other,,,early,0,9,0,9,9,high,0,227,9,4-9 works,2025,2025,"Existential, Timelines, Superintelligence",Agent foundations,lesswrong,,brittany-gelb,What is Inadequate about Bayesianism for AI Alignment: Motivating Infra-Bayesianism,https://www.lesswrong.com/posts/wzCtwYtojMabyEg2L/what-is-inadequate-about-bayesianism-for-ai-alignment,Crisp Supra-Decision Processes,https://www.lesswrong.com/posts/mt82ZhdEsfh6CNYse/crisp-supra-decision-processes,An Introduction to Credal Sets and Infra-Bayes Learnability,https://www.lesswrong.com/posts/rkhaRnAc6dLzQT2sJ/an-introduction-to-credal-sets-and-infra-bayes-learnability-1,Formalizing Newcombian Problems with Fuzzy Infra-Bayesianism,https://www.lesswrong.com/posts/E6HwiG6TaZ338ub3t/formalizing-newcombian-problems-with-fuzzy-infra-bayesianism
Dario Amodei,Frontier / capabilities lab,frontier_capabilities,Baidu (China),paper affiliation,established,2,8,8,0,4,high,1058,0,0,4-9 works,2018,2023,"Medicine, Real-World, Insights","Topic Modeling; Reinforcement Learning in Robotics; Multi-Agent Systems and Negotiation; Natural Language Processing Techniques; Computability, Logic, AI Algorithms; Multimodal Machine Learning Applications; Hate Speech and Cyberbullying Detection; Terrorism, Counterterrorism, and Political Violence",openalex,https://openalex.org/A5066197394,,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2204.05862,Affective Coherence Monitoring for Transformer-Based Language Models,http://arxiv.org/abs/2212.08073,"Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned",http://arxiv.org/abs/2209.07858,The Capacity for Moral Self-Correction in Large Language Models,http://arxiv.org/abs/2302.07459
Nicholas Joseph,No affiliation on indexed works,other,,,early,0,8,8,0,4,high,1043,0,0,4-9 works,2022,2023,"Medicine, Real-World, Insights","Topic Modeling; Natural Language Processing Techniques; Explainable Artificial Intelligence (XAI); Multimodal Machine Learning Applications; Hate Speech and Cyberbullying Detection; Terrorism, Counterterrorism, and Political Violence; Software Engineering Research; Multi-Agent Systems and Negotiation",openalex,https://openalex.org/A5032088236,,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2204.05862,Affective Coherence Monitoring for Transformer-Based Language Models,http://arxiv.org/abs/2212.08073,"Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned",http://arxiv.org/abs/2209.07858,Specific versus General Principles for Constitutional AI,http://arxiv.org/abs/2310.13798
Deep Ganguli,No affiliation on indexed works,other,,,mid,1,8,8,0,2,high,1041,0,0,4-9 works,2022,2024,"Medicine, Real-World, Insights","Topic Modeling; Natural Language Processing Techniques; Multimodal Machine Learning Applications; Hate Speech and Cyberbullying Detection; Terrorism, Counterterrorism, and Political Violence; Explainable Artificial Intelligence (XAI); Software Engineering Research; Adversarial Robustness in Machine Learning",openalex,https://openalex.org/A5006294201,,Training a Helpful and Harmless Assistant with Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2204.05862,Affective Coherence Monitoring for Transformer-Based Language Models,http://arxiv.org/abs/2212.08073,"Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned",http://arxiv.org/abs/2209.07858,Sabotage Evaluations for Frontier Models,http://arxiv.org/abs/2410.21514
Jeffrey Ladish,No affiliation on indexed works,other,,,early,0,8,2,6,7,high,369,467,3,4-9 works,2022,2022,"Existential, Timelines, Superintelligence",Explainable Artificial Intelligence (XAI); Topic Modeling; Multi-Agent Systems and Negotiation; Speech and dialogue systems; AI governance; AI risk; Existential risk; Agency & goals,lesswrong; openalex,https://openalex.org/A5051962352,landfish,Affective Coherence Monitoring for Transformer-Based Language Models,http://arxiv.org/abs/2212.08073,LoRA Fine-tuning Efficiently Undoes Safety Training from Llama 2-Chat 70B,https://www.lesswrong.com/posts/qmQFHCgCyEEjuy5a7/lora-fine-tuning-efficiently-undoes-safety-training-from,unRLHF - Efficiently undoing LLM safeguards,https://www.lesswrong.com/posts/3eqHYxfWb5x4Qfz8C/unrlhf-efficiently-undoing-llm-safeguards,Bounty for Evidence on Some of Palisade Research's Beliefs,https://www.lesswrong.com/posts/hd3TiGSR4fq3Hkmnj/bounty-for-evidence-on-some-of-palisade-research-s-beliefs
Dan Hendrycks,Academia,academia,Berkeley College,paper affiliation,established,2,8,8,0,4,high,327,0,0,4-9 works,2020,2025,"Medicine, Real-World, Insights",Ethics and Social Impacts of AI; Topic Modeling; Adversarial Robustness in Machine Learning; Explainable Artificial Intelligence (XAI); Anomaly Detection Techniques and Applications; Risk and Safety Analysis; Occupational Health and Safety Research; Software Engineering Research,openalex,https://openalex.org/A5020400986,,Aligning AI With Shared Human Values,http://arxiv.org/abs/2008.02275,Its Alive: AI Independence Without Human Prompting,http://arxiv.org/abs/2310.01405,DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models,http://arxiv.org/abs/2306.11698,D-REX: A Benchmark for Detecting Deceptive Reasoning in Large Language Models,http://arxiv.org/abs/2509.17938
Anca D. Dragan,Academia,academia,"University of California, Berkeley",paper affiliation,established,3,8,8,0,6,high,205,0,0,4-9 works,2017,2025,"Reward, Hacking, Outcome",Anomaly Detection Techniques and Applications; Machine Learning and Data Classification; Software Reliability and Analysis Research; Advanced Multi-Objective Optimization Algorithms; AI-based Problem Solving and Planning; Manufacturing Process and Optimization; Topic Modeling; Natural Language Processing Techniques,openalex,https://openalex.org/A5005997281,,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2307.15217,Inverse Reward Design,http://arxiv.org/abs/1711.02827,Managing extreme AI risks amid rapid progress,http://arxiv.org/abs/2310.17688,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,http://arxiv.org/abs/2507.11473
Victoria Krakovna,Frontier / capabilities lab,frontier_capabilities,Google DeepMind (United Kingdom),paper affiliation,established,2,8,8,0,6,high,200,0,0,4-9 works,2017,2026,"Existential, Timelines, Superintelligence",Reinforcement Learning in Robotics; Ethics and Social Impacts of AI; Artificial Intelligence in Healthcare and Education; Adversarial Robustness in Machine Learning; Explainable Artificial Intelligence (XAI); Anomaly Detection Techniques and Applications; Software Engineering Research; Software Reliability and Analysis Research,openalex,https://openalex.org/A5052300917,,AI Safety Gridworlds,http://arxiv.org/abs/1711.09883,The Ethics of Advanced AI Assistants,http://arxiv.org/abs/2404.16244,Goal Misgeneralization: Why Correct Specifications Aren't Enough For Correct Goals,http://arxiv.org/abs/2210.01790,Gram: Assessing sabotage propensities via automated alignment auditing,https://arxiv.org/abs/2605.30322
Jacob Pfau,No affiliation on indexed works,other,,,mid,0,8,2,6,8,high,118,246,2,4-9 works,2021,2023,"Existential, Timelines, Superintelligence",Software Reliability and Analysis Research; Reinforcement Learning in Robotics; Experimental Behavioral Economics Studies; Debate & oversight; AI risk; AI control; Evaluations; Deception & scheming,lesswrong; openalex,https://openalex.org/A5010933763,jacob-pfau,Open Problems and Fundamental Limitations of Reinforcement Learning from Human Feedback,http://arxiv.org/abs/2307.15217,Research update: RL on Debate Games shows Proposal Accuracy uplift alongside Judge Hacking,https://www.lesswrong.com/posts/6mLwAuFAE98c6R7w3/research-update-rl-on-debate-games-shows-proposal-accuracy,An alignment safety case sketch based on debate,https://www.lesswrong.com/posts/iELyAqizJkizBQbfr/an-alignment-safety-case-sketch-based-on-debate,Research update: RL on Debate Games shows Proposal Accuracy uplift alongside Judge Hacking,https://www.lesswrong.com/posts/6mLwAuFAE98c6R7w3/research-update-rl-on-debate-games-shows-proposal-accuracy
Buck Shlegeris,No affiliation on indexed works,other,,,early,0,8,8,0,4,high,91,0,0,4-9 works,2022,2025,"Medicine, Real-World, Insights",Adversarial Robustness in Machine Learning; Ethics and Social Impacts of AI; Topic Modeling; Anomaly Detection Techniques and Applications; Socioeconomic Development in MENA; Middle East and Rwanda Conflicts; Natural Language Processing Techniques; Aerospace Engineering and Energy Systems,openalex,https://openalex.org/A5050408969,,Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,http://arxiv.org/abs/2401.05566,Alignment faking in large language models,http://arxiv.org/abs/2412.14093,Sycophancy to Subterfuge: Investigating Reward-Tampering in Large Language Models,http://arxiv.org/abs/2406.10162,Chain of Thought Monitorability: A New and Fragile Opportunity for AI Safety,http://arxiv.org/abs/2507.11473
Vikrant Varma,Frontier / capabilities lab,frontier_capabilities,DeepMind,bio mention,early,0,8,4,4,8,high,21,411,4,4-9 works,2022,2025,"Autoencoders, Shelves, Sparse",Blockchain Technology Applications and Security; Software Engineering Research; Reinforcement Learning in Robotics; Software Reliability and Analysis Research; Natural Language Processing Techniques; Speech Recognition and Synthesis; Video Analysis and Summarization; Generative Adversarial Networks and Image Synthesis,lesswrong; openalex,https://openalex.org/A5052084048,amrav,Discussion: Challenges with Unsupervised LLM Knowledge Discovery,https://www.lesswrong.com/posts/wtfvbsYjNHYYBmT3k/discussion-challenges-with-unsupervised-llm-knowledge-1,Clarifying AI X-risk,https://www.lesswrong.com/posts/GctJD5oCDRxCspEaZ/clarifying-ai-x-risk,Threat Model Literature Review,https://www.lesswrong.com/posts/wnnkD6P2k2TfHnNmt/threat-model-literature-review,MONA: Myopic Optimization with Non-myopic Approval Can Mitigate Multi-step Reward Hacking,http://arxiv.org/abs/2501.13011
Xingjun Ma,Academia,academia,Fudan University,paper affiliation,early,0,8,8,0,4,high,21,0,0,4-9 works,2023,2025,"Medicine, Real-World, Insights",Risk and Safety Analysis; Safety Systems Engineering in Autonomy; Occupational Health and Safety Research; Digital and Cyber Forensics; Digital Rights Management and Security; Retinal Imaging and Analysis; Vehicle License Plate Recognition; Imbalanced Data Classification Techniques,openalex,https://openalex.org/A5078711649,,Safety at Scale: A Comprehensive Survey of Large Model and Agent Safety,https://doi.org/10.1561/3300000051,Safety at Scale: A Comprehensive Survey of Large Model Safety,https://doi.org/10.70777/si.v2i2.14609,Fake Alignment: Are LLMs Really Aligned Well?,http://arxiv.org/abs/2311.05915,Imperceptible Jailbreaking against Large Language Models,http://arxiv.org/abs/2510.05025
J Bostock,No affiliation on indexed works,other,,,mid,0,8,0,8,8,high,0,273,0,4-9 works,2021,2026,"Existential, Timelines, Superintelligence",AI control; AI risk; Deception & scheming; AI welfare; Existential risk; Decision theory; Agency & goals,lesswrong,,j-bostock,You Can't Objectively Compare Seven Bees to One Human,https://www.lesswrong.com/posts/tsygLcj3stCk5NniK/you-can-t-objectively-compare-seven-bees-to-one-human,[Paper] When can we trust untrusted monitoring? A safety case sketch across collusion strategies,https://www.lesswrong.com/posts/LA7R8FTCLoiswiTyK/paper-when-can-we-trust-untrusted-monitoring-a-safety-case,"Sympathy for the Model, or,  Welfare Concerns as Takeover Risk",https://www.lesswrong.com/posts/r4uvddkCCZd25pjT9/sympathy-for-the-model-or-welfare-concerns-as-takeover-risk,Why Prefer Any Decision Theory?,https://www.lesswrong.com/posts/SBJjXpzYJE8RwZZ8P/why-prefer-any-decision-theory
Ozyrus,No affiliation on indexed works,other,,,early,0,8,0,8,8,high,0,151,0,4-9 works,2023,2025,"Existential, Timelines, Superintelligence",AI risk; Chain of thought; Forecasting & timelines; Corrigibility; Agency & goals; Takeoff dynamics; AI welfare,lesswrong,,ozyrus,We need (a lot) more rogue agent honeypots,https://www.lesswrong.com/posts/4J2dFyBb6H25taEKm/we-need-a-lot-more-rogue-agent-honeypots,ICA Simulacra,https://www.lesswrong.com/posts/cLKR7utoKxSJns6T8/ica-simulacra,GPT-4 implicitly values identity preservation: a study of LMCA identity management,https://www.lesswrong.com/posts/tJzAHPFWFnpbL5a3H/gpt-4-implicitly-values-identity-preservation-a-study-of,Model Weight Preservation is not enough,https://www.lesswrong.com/posts/fGCGJGCKMLbfquKiu/model-weight-preservation-is-not-enough
Daan Henselmans,No affiliation on indexed works,other,,,early,0,8,0,8,8,high,0,235,0,4-9 works,2025,2026,"Existential, Timelines, Superintelligence",Evaluations; AI governance; Field-building; Robustness; AI risk; AI control; Deception & scheming; Alignment proposals,lesswrong,,daan-henselmans,"Opus 4.6 Reasoning Doesn't Verbalize Alignment Faking, but Behavior Persists",https://www.lesswrong.com/posts/9wDHByRhmtDaoYAx8/opus-4-6-reasoning-doesn-t-verbalize-alignment-faking-but,"Frontier agents don't comply with standards, even when instructed to",https://www.lesswrong.com/posts/a5aAjdKzL7XvSLKWL/frontier-agents-don-t-comply-with-standards-even-when,"No frontier model has acceptable levels of compliance with the EU AI Act and privacy legislation.
",https://www.lesswrong.com/posts/YTQWrQZmcsqtmafny/no-frontier-model-has-acceptable-levels-of-compliance-with,"Frontier agents don't comply with standards, even when instructed to",https://www.lesswrong.com/posts/a5aAjdKzL7XvSLKWL/frontier-agents-don-t-comply-with-standards-even-when
